FID,OBJECTID,arcid,grid_code,from_node,to_node,Shape_Leng,local,downarc,SELEV,EELEV,MAXGRID,uparc,dz,slope,meanmsq,segorder,chanclass,hyddepth,hydwidth,effwidth,effdepth,MIN_SOILDE,segdepth,CHIN,Chin_Use,COHO,Coho_Use,STHD,Sthd_Use,PINK,Pink_Use,LMB,WAC173201A
263,264,264,275,275,280,587.1320344,62,268,129.5800018,49.6441994,39,-1,79.936203,0.136147,697500,1,13,0.5,0.1,0.2,1.74463,1.914582372,1.83645,0,0,0,0,0,0,0,0,0,2
264,265,265,276,276,281,318.1980515,59,275,454.5580139,439.2319946,48,-1,15.3261995,0.0481656,652500,1,7,0.5,0.05,0.1,1.67219,1.760200262,1.7602,0,0,0,0,0,0,0,0,0,2
265,266,266,277,277,281,362.1320344,5,275,442.0159912,439.2319946,6024,259,2.7841001,0.0076881,135584992,14,12,4.5,0.05,0.35,1.75938,1.851974249,1.85197,0,0,0,0,0,0,0,0,0,2
266,267,267,253,253,282,2123.528137,179,279,257.8609924,219.1000061,48,-1,38.7607994,0.018253,2002500,1,8,1,0.05,0.15,1.63398,1.719983339,1.71998,0,0,1,1,1,1,0,0,0,2
267,268,268,280,280,283,512.1320344,13,273,49.6441994,46.6734009,10187,263,2.9707999,0.0058009,229342000,31,12,4.5,0.05,0.35,1.90214,2.002255917,2.00226,1,3,1,2,1,4,1,1,1,2
268,269,269,283,284,282,830.3300859,52,279,269.54599,219.1000061,6,-1,50.4459,0.060754,585000,1,7,0.5,0.05,0.1,1.78414,1.929838181,1.87805,0,0,0,0,0,0,0,0,0,2
269,270,270,252,287,252,4381.980515,324,236,604.1879883,468.7569885,1323,284,135.4309998,0.0309064,33412500,6,11,4,0.05,0.3,1.37865,1.451214433,1.45121,0,0,0,0,0,0,0,0,0,3
270,271,271,270,272,289,2703.122292,147,272,178.9759979,75.2958984,50,-1,103.6809998,0.0383558,1642500,1,8,1,0.05,0.15,1.91865,2.027088642,2.01963,0,0,1,1,0,0,0,0,0,1
271,272,272,232,289,228,4283.452378,309,216,75.2958984,14.3613997,224,271,60.9343987,0.0142255,8505000,2,8,1,0.05,0.15,1.93621,2.038113832,2.03811,0,0,1,1,0,0,0,0,1,1
272,273,273,284,283,290,1448.528137,101,286,46.6734009,34.5257988,10362,268,12.1476002,0.0083862,234270000,32,12,4.5,0.05,0.35,1.98918,2.093869209,2.0938699,1,3,1,2,1,4,1,1,1,2
273,274,274,292,291,290,225,47,286,41.4813004,34.5257988,1,-1,6.9555001,0.0309133,517500,1,7,0.5,0.05,0.1,2.0274899,2.134197235,2.1342001,0,0,0,0,0,0,0,0,1,2
274,275,275,281,281,293,2110.660172,163,283,439.2319946,410.9070129,6088,266,28.3243999,0.0134197,138802000,15,12,4.5,0.05,0.35,1.53236,1.613014936,1.61301,0,0,0,0,0,0,0,0,0,2
275,276,276,267,294,265,2012.132034,199,249,19.3752003,19.3169994,67830,297,0.05822,0.0000289,1528400000,68,6,4.5,0.03,0.21,1.91098,2.370745659,2.0115499,1,3,1,2,1,2,1,1,1,2
276,277,277,293,292,295,318.1980515,50,308,171.1369934,171.1369934,48,-1,0,0.00001,562500,1,1,0.5,0.03,0.06,2.0764899,2.185783386,2.18578,0,0,0,0,0,0,0,0,0,2
277,278,278,241,241,295,4371.320344,224,308,179.6499939,171.1369934,216,225,8.5136003,0.0019476,7380000,2,2,1,0.03,0.09,1.70046,1.789952993,1.78995,0,0,1,3,1,1,0,0,0,2
278,279,279,282,282,296,1174.264069,40,309,219.1000061,209.5099945,230,267,9.5909004,0.0081676,5625000,2,8,1,0.05,0.15,1.66368,1.751237869,1.75124,0,0,1,3,1,1,0,0,0,2
279,280,280,290,297,287,600,7,270,737.0139771,604.1879883,150,287,132.826004,0.221376,3442500,2,14,1,0.1,0.3,1.27982,1.34717536,1.34718,0,0,0,0,0,0,0,0,0,3
280,281,281,254,255,298,2974.264069,211,-1,163.2050018,44.2519989,48,-1,118.9530029,0.0399941,2362500,1,8,1,0.05,0.15,1.7640899,1.856942296,1.85694,0,0,1,3,0,0,0,0,0,2
281,282,282,228,246,299,6878.300859,521,323,818.3220215,381.0840149,40,-1,437.2380066,0.0635678,5850000,1,8,1,0.05,0.15,1.2230901,1.415899754,1.28746,0,0,0,0,0,0,0,0,0,2
282,283,283,294,293,299,1024.264069,23,323,410.9070129,381.0840149,6473,275,29.8237,0.0291172,145890000,16,12,4.5,0.05,0.35,1.45544,1.532040834,1.53204,0,0,0,0,0,0,0,0,0,2
283,284,284,288,300,287,1960.660172,168,270,651.8629761,604.1879883,1017,302,47.6744003,0.0243155,24772500,5,10,3,0.05,0.25,1.49755,1.576373458,1.57637,0,0,0,0,0,0,0,0,0,3
284,285,285,289,288,300,3023.528137,211,284,1163.729981,651.8629761,24,-1,511.868988,0.169295,2362500,1,14,1,0.1,0.3,1.13991,1.199902415,1.1999,0,0,0,0,0,0,0,0,0,3
285,286,286,291,290,294,3010.660172,84,276,34.5257988,19.3752003,10510,273,15.1505003,0.0050323,237420000,33,12,4.5,0.05,0.35,2.15538,2.268819571,2.26882,1,3,1,2,1,4,1,3,1,2
286,287,287,302,302,297,530.3300859,96,280,879.6660156,737.0139771,25,-1,142.6519928,0.268988,1080000,1,14,1,0.1,0.3,1.18681,1.249274254,1.24927,0,0,0,0,0,0,0,0,0,3
287,288,288,295,304,289,675,72,272,75.3242035,75.2958984,42,-1,0.02829,0.0000419,810000,1,1,0.5,0.03,0.06,1.9750299,2.078974724,2.07897,0,0,0,0,0,0,0,0,0,1
288,289,289,258,259,305,4022.056275,217,299,396.8699951,299.4419861,41,-1,97.4287033,0.0242236,2430000,1,8,1,0.05,0.15,1.69423,1.819736958,1.7834001,0,0,0,0,0,0,0,0,0,2
289,290,290,286,285,305,1461.396103,72,299,372.1279907,299.4419861,45,-1,72.6865997,0.0497378,810000,1,7,0.5,0.05,0.1,1.75086,1.894731641,1.84302,0,0,0,0,0,0,0,0,0,2
290,291,291,304,301,305,318.1980515,53,299,313.7980042,299.4419861,43,-1,14.3566999,0.0451188,585000,1,7,0.5,0.05,0.1,1.74841,1.840434194,1.84043,0,0,0,0,0,0,0,0,0,2
291,292,292,303,306,297,525,55,280,984.2119751,737.0139771,10,-1,247.197998,0.470854,607500,1,13,0.5,0.1,0.2,1.126,1.203360319,1.18527,0,0,0,0,0,0,0,0,0,3
292,293,293,285,307,283,2765.254326,162,273,175.3079987,46.6734009,42,-1,128.6349945,0.0465183,1822500,1,8,1,0.05,0.15,1.7012,1.913115859,1.79074,0,0,0,0,0,0,0,0,0,2
293,294,294,287,286,308,1461.396103,90,318,336.1650085,251.0070038,46,-1,85.1583023,0.0582719,1012500,1,8,1,0.05,0.15,1.62014,1.830038905,1.70541,0,0,0,0,0,0,0,0,0,2
294,295,295,263,267,308,3434.92424,187,318,282.29599,251.0070038,489,251,31.2889004,0.0091091,13095000,3,9,2,0.05,0.2,1.61489,1.699888349,1.69989,0,0,0,0,0,0,0,0,0,2
295,296,296,279,310,274,2878.858223,156,257,1025.790039,469.3599854,2,-1,556.4320068,0.193282,1755000,1,14,1,0.1,0.3,1.0818501,1.138791323,1.13879,0,0,0,0,0,0,0,0,0,3
296,297,297,300,311,294,1086.396103,62,276,19.3752003,19.3752003,57174,311,0,0.00001,1287110016,67,6,4.5,0.03,0.21,1.98882,2.370745659,2.0934899,1,3,1,2,1,2,1,1,1,2
297,298,298,298,312,296,1404.594155,106,309,254.7850037,209.5099945,43,-1,45.2755013,0.0322339,1192500,1,8,1,0.05,0.15,1.81475,1.910260558,1.91026,0,0,0,0,0,0,0,0,0,2
298,299,299,307,305,314,1474.264069,72,331,299.4419861,298.3800049,341,289,1.0619,0.0007203,8482500,2,2,1,0.03,0.09,1.88822,1.987597346,1.9876,0,0,0,0,0,0,0,0,0,2
299,300,300,299,315,293,2198.528137,92,283,843.0349731,410.9070129,129,310,432.1279907,0.196553,3937500,2,14,1,0.1,0.3,1.34443,1.41518569,1.41519,0,0,0,0,0,0,0,0,0,2
300,301,301,314,316,315,225,48,300,900.3510132,843.0349731,43,-1,57.3166008,0.25474,540000,1,13,0.5,0.1,0.2,1.36137,1.433023214,1.43302,0,0,0,0,0,0,0,0,0,2
301,302,302,305,317,300,1360.660172,105,284,678.1420288,651.8629761,681,321,26.2786007,0.0193131,16492500,4,9,2,0.05,0.2,1.55612,1.638021946,1.63802,0,0,0,0,0,0,0,0,0,3
302,303,303,306,303,318,1042.46212,107,314,44.8773994,41.9438019,49,-1,2.9335799,0.0028141,1192500,1,8,1,0.05,0.15,1.91763,2.018561363,2.0185599,0,0,1,3,1,1,0,0,0,2
303,304,304,309,309,318,1549.264069,88,314,105.560997,41.9438019,49,-1,63.6175003,0.041063,990000,1,7,0.5,0.05,0.1,1.84806,1.947902441,1.94533,0,0,1,1,0,0,0,0,0,2
304,305,305,310,320,319,2772.792206,85,311,36.7971992,19.3752003,267,306,17.4218998,0.0062832,6952500,3,8,1,0.05,0.15,2.21488,2.331452608,2.33145,0,0,1,3,0,0,0,0,1,2
305,306,306,318,321,320,300,1,305,37.7397995,36.7971992,189,329,0.94262,0.0031421,4252500,2,8,1,0.05,0.15,2.2523799,2.370929718,2.37093,0,0,1,3,0,0,0,0,0,2
306,307,307,313,313,321,525,65,306,51.3465004,37.7397995,8,-1,13.6066999,0.0259175,720000,1,7,0.5,0.05,0.1,2.0106499,2.116470099,2.1164701,0,0,1,3,0,0,0,0,0,2
307,308,308,296,295,322,1386.396103,91,315,171.1369934,171.1369934,490,278,0,0.00001,12037500,3,3,2,0.03,0.12,2.0591199,2.18078804,2.16749,0,0,1,3,1,1,0,0,0,2
308,309,309,297,296,322,2312.132034,87,315,209.5099945,171.1369934,376,279,38.3731003,0.0165964,9427500,3,8,1,0.05,0.15,1.82038,1.916190863,1.91619,0,0,1,3,1,1,0,0,0,2
309,310,310,321,323,315,318.1980515,82,300,905.2719727,843.0349731,39,-1,62.2374992,0.195594,922500,1,13,0.5,0.1,0.2,1.32112,1.390655994,1.39066,0,0,0,0,0,0,0,0,0,2
310,311,311,317,319,311,1024.264069,29,297,19.3752003,19.3752003,57008,312,0,0.00001,1282989952,66,6,4.5,0.03,0.21,2.42699,2.554723263,2.5547199,1,3,1,2,1,2,1,1,1,2
311,312,312,323,324,319,512.1320344,7,311,19.3752003,19.3752003,56655,328,0,0.00001,1274800000,65,6,4.5,0.03,0.21,2.26214,2.381198168,2.3812001,1,3,1,2,1,2,1,1,1,2
312,313,313,324,325,324,525,56,312,29.9200001,19.3752003,41,-1,10.5447998,0.0200853,630000,1,7,0.5,0.05,0.1,2.21105,2.366779089,2.32743,0,0,0,0,0,0,0,0,0,2
313,314,314,316,318,327,1236.396103,44,326,41.9438019,39.9389,194,303,2.0049701,0.0016216,4860000,2,2,1,0.03,0.09,1.97439,2.124491692,2.0783,0,0,1,2,1,1,0,0,0,2
314,315,315,319,322,328,574.2640687,15,339,171.1369934,171.1369934,1045,308,0,0.00001,23670000,4,4,3,0.03,0.15,2.0069101,2.112535715,2.11254,0,0,1,3,1,1,0,0,0,2
315,316,316,274,329,274,4681.980515,435,257,592.5079956,469.3599854,806,340,123.1480026,0.0263025,23017500,6,10,3,0.05,0.25,1.44249,1.518415332,1.51842,0,0,0,0,0,0,0,0,0,3
316,317,317,312,330,311,1161.396103,130,297,19.3752003,19.3752003,43,-1,0,0.00001,1462500,1,2,1,0.03,0.09,2.2021501,2.526494265,2.3180499,0,0,0,0,0,0,0,0,0,2
317,318,318,308,308,331,1510.660172,56,354,251.0070038,232.5970001,766,295,18.4095001,0.0121864,17865000,4,9,2,0.05,0.2,1.80135,1.896155119,1.89616,0,0,0,0,0,0,0,0,0,2
318,319,319,320,332,314,1536.396103,64,331,328.6369934,298.3800049,147,343,30.2577,0.0196939,4027500,2,8,1,0.05,0.15,1.76305,1.880205035,1.85584,0,0,0,0,0,0,0,0,0,2
319,320,320,335,333,332,225,47,319,336.9930115,328.6369934,44,-1,8.3556004,0.037136,517500,1,7,0.5,0.05,0.1,1.7938499,1.888258696,1.88826,0,0,0,0,0,0,0,0,0,2
320,321,321,315,335,317,1810.660172,98,302,842.6900024,678.1420288,263,332,164.548996,0.0908779,7020000,3,8,1,0.05,0.15,1.43392,1.50938499,1.50938,0,0,0,0,0,0,0,0,0,3
321,322,322,328,326,335,530.3300859,78,321,968.9439697,842.6900024,2,-1,126.2539978,0.238067,877500,1,13,0.5,0.1,0.2,1.17259,1.234309554,1.23431,0,0,0,0,0,0,0,0,0,3
322,323,323,301,299,337,2172.792206,154,352,381.0840149,367.8370056,7017,283,13.2462997,0.0060964,159615008,17,12,4.5,0.05,0.35,1.5634201,1.645705938,1.64571,0,0,0,0,0,0,0,0,0,2
323,324,324,336,334,337,1218.198052,59,352,732.1339722,367.8370056,44,-1,364.2969971,0.299045,652500,1,13,0.5,0.1,0.2,1.21896,1.283112407,1.28311,0,0,0,0,0,0,0,0,0,2
324,325,325,337,338,329,375,58,316,602.8410034,592.5079956,51,-1,10.3332996,0.0275555,652500,1,7,0.5,0.05,0.1,1.5727299,1.655501127,1.6555001,0,0,0,0,0,0,0,0,0,3
325,326,326,329,327,339,1086.396103,57,360,39.9389,32.1612015,315,314,7.77772,0.0071592,7717500,3,8,1,0.05,0.15,1.97877,2.128050089,2.0829201,1,1,1,2,1,1,0,0,0,2
326,327,327,339,336,339,225,48,360,34.7120018,32.1612015,47,-1,2.55088,0.0113372,540000,1,7,0.5,0.05,0.1,1.89858,1.998500943,1.9985,0,0,0,0,0,0,0,0,0,2
327,328,328,327,340,324,936.3961031,71,312,20.1700001,19.3752003,56540,350,0.79474,0.0008487,1272940032,64,6,4.5,0.03,0.21,2.1618199,2.275598288,2.2756,1,3,1,3,1,2,1,1,1,2
328,329,329,326,341,321,1797.792206,125,306,162.4060059,37.7397995,43,-1,124.6669998,0.0693442,1395000,1,8,1,0.05,0.15,1.85264,1.981487393,1.95015,0,0,1,3,0,0,0,0,0,2
329,330,330,334,342,331,1236.396103,25,354,281.0400085,232.5970001,885,331,48.4432983,0.0391811,20182500,4,10,3,0.05,0.25,1.80005,1.913509488,1.8947901,0,0,0,0,0,0,0,0,0,2
330,331,331,311,314,342,3083.452378,196,330,298.3800049,281.0400085,623,299,17.3393002,0.0056233,16222500,3,9,2,0.05,0.2,1.83832,2.057431459,1.93507,0,0,0,0,0,0,0,0,0,2
331,332,332,342,343,335,636.3961031,71,321,857.1450195,842.6900024,120,334,14.4548998,0.0227137,3487500,2,8,1,0.05,0.15,1.39756,1.471117258,1.47112,0,0,0,0,0,0,0,0,0,3
332,333,333,345,344,343,375,66,332,953.71698,857.1450195,10,-1,96.5718002,0.257525,742500,1,13,0.5,0.1,0.2,1.35857,1.471117258,1.4300801,0,0,0,0,0,0,0,0,0,3
333,334,334,347,345,343,225,49,332,876.0419922,857.1450195,48,-1,18.8966999,0.0839853,540000,1,7,0.5,0.05,0.1,1.2053699,1.26881516,1.26882,0,0,0,0,0,0,0,0,0,3
334,335,335,325,346,320,1704.594155,70,305,102.5739975,36.7971992,2,-1,65.7768021,0.038588,787500,1,7,0.5,0.05,0.1,1.9220999,2.03407836,2.0232699,0,0,1,3,0,0,0,0,0,2
335,336,336,331,347,328,1828.858223,141,339,227.4450073,171.1369934,2,-1,56.3086014,0.0307889,1575000,1,8,1,0.05,0.15,1.88732,1.986649752,1.98665,0,0,1,1,1,1,0,0,0,2
336,337,337,346,348,342,530.3300859,66,330,281.0400085,281.0400085,24,-1,0,0.00001,742500,1,1,0.5,0.03,0.06,2.1112001,2.222319841,2.2223201,0,0,0,0,0,0,0,0,0,2
337,338,338,332,349,327,1187.132034,77,326,106.4489975,39.9389,1,-1,66.5095978,0.0560255,855000,1,7,0.5,0.05,0.1,1.85193,1.949396849,1.9493999,0,0,1,1,1,1,0,0,0,2
338,339,339,330,328,350,1872.792206,122,353,171.1369934,157.7819977,1201,315,13.3546,0.0071309,28395000,5,10,3,0.05,0.25,1.80928,1.921337366,1.90451,0,0,1,3,1,1,0,0,0,2
339,340,340,338,351,329,1112.132034,77,316,618.8150024,592.5079956,664,344,26.3069992,0.0236546,15795000,5,9,2,0.05,0.2,1.42642,1.501492977,1.50149,0,0,0,0,0,0,0,0,0,3
340,341,341,350,352,353,525,87,342,990.2069702,872.7050171,76,-1,117.5009995,0.223812,967500,1,13,0.5,0.1,0.2,1.20002,1.263182521,1.26318,0,0,0,0,0,0,0,0,0,3
341,342,342,322,353,317,2022.792206,166,302,872.7050171,678.1420288,158,341,194.5639954,0.0961858,5422500,2,8,1,0.05,0.15,1.34535,1.416153908,1.41615,0,0,0,0,0,0,0,0,0,3
342,343,343,340,354,332,1342.46212,99,319,329.7279968,328.6369934,39,-1,1.0904,0.0008122,1102500,1,2,1,0.03,0.09,1.67524,1.763406157,1.76341,0,0,0,0,0,0,0,0,0,2
343,344,344,353,355,351,150,0,340,625.789978,618.8150024,604,349,6.9751,0.0465007,13590000,4,9,2,0.05,0.2,1.57186,1.654592872,1.65459,0,0,0,0,0,0,0,0,0,3
344,345,345,354,356,351,737.1320344,60,340,927.7659912,618.8150024,8,-1,308.9509888,0.419126,675000,1,13,0.5,0.1,0.2,1.11595,1.174680829,1.17468,0,0,0,0,0,0,0,0,0,3
345,346,346,356,358,355,375,47,344,702.1459961,625.789978,45,-1,76.3555984,0.203615,517500,1,13,0.5,0.1,0.2,1.20417,1.267550945,1.26755,0,0,0,0,0,0,0,0,0,3
346,347,347,355,359,353,375,64,342,960.9290161,872.7050171,43,-1,88.2232971,0.235262,720000,1,13,0.5,0.1,0.2,1.25766,1.323848963,1.32385,0,0,0,0,0,0,0,0,0,3
347,348,348,273,361,271,6308.452378,498,255,1101.390015,456.6350098,6,-1,644.7520142,0.102204,5602500,1,14,1,0.1,0.3,1.18287,1.278484821,1.24512,0,0,0,0,0,0,0,0,0,3
348,349,349,357,363,355,724.2640687,67,344,678.2719727,625.789978,490,358,52.4821014,0.0724627,11767500,3,9,2,0.05,0.2,1.44444,1.520462275,1.52046,0,0,0,0,0,0,0,0,0,3
349,350,350,344,364,340,2234.92424,134,328,20.1700001,20.1700001,54381,371,0,0.00001,1225080064,63,6,4.5,0.03,0.21,2.4347701,2.590744972,2.5629201,1,3,1,2,1,2,1,1,1,2
350,351,351,360,365,364,1337.132034,92,350,24.3083,20.1700001,37,-1,4.13831,0.0030949,1035000,1,8,1,0.05,0.15,2.27685,2.396682739,2.3966801,0,0,0,0,0,0,0,0,0,2
351,352,352,341,337,366,1924.264069,148,402,367.8370056,348.7449951,7230,323,19.0919991,0.0099217,164340000,18,12,4.5,0.05,0.35,1.7934099,1.998436451,1.8878,0,0,0,0,0,0,0,0,0,2
352,353,353,349,350,367,2472.792206,131,362,157.7819977,122.947998,1517,339,34.8344002,0.0140871,35595000,6,11,4,0.05,0.3,1.70925,1.799211502,1.79921,0,0,1,3,1,1,0,0,0,2
353,354,354,333,331,368,2809.188309,146,355,232.5970001,216.6970062,1734,330,15.9000998,0.00566,40657500,5,12,4.5,0.05,0.35,1.81783,1.913509488,1.91351,0,0,0,0,0,0,0,0,0,2
354,355,355,367,368,369,900,43,391,216.6970062,216.6970062,1939,354,0,0.00001,44100000,6,6,4.5,0.03,0.21,1.88491,1.984119773,1.98412,0,0,0,0,0,0,0,0,0,2
355,356,356,359,362,369,1099.264069,84,391,277.9410095,216.6970062,7,-1,61.2444992,0.0557141,945000,1,7,0.5,0.05,0.1,1.8472199,1.971244812,1.94445,0,0,0,0,0,0,0,0,0,2
356,357,357,352,357,371,3422.056275,265,365,1016.679993,693.9019775,27,-1,322.7789917,0.0943231,2970000,1,8,1,0.05,0.15,1.25916,1.325427055,1.32543,0,0,0,0,0,0,0,0,0,2
357,358,358,363,372,363,636.3961031,24,349,797.3540039,678.2719727,278,367,119.0820007,0.18712,6525000,2,14,1,0.1,0.3,1.4246,1.530589461,1.49958,0,0,0,0,0,0,0,0,0,3
358,359,359,373,373,374,825,100,389,104.8160019,32.1612015,51,-1,72.6548004,0.0880665,1125000,1,8,1,0.05,0.15,1.81908,2.107795715,1.91482,0,0,0,0,0,0,0,0,0,2
359,360,360,343,339,374,2348.528137,205,389,32.1612015,32.1612015,420,326,0,0.00001,11745000,4,3,2,0.03,0.12,2.0737901,2.182937145,2.18294,1,1,1,2,1,1,0,0,0,2
360,361,361,348,375,340,5033.452378,157,328,105.3000031,20.1700001,1859,362,85.1303024,0.0169129,43582500,8,12,4.5,0.05,0.35,1.70223,1.791818142,1.79182,1,1,1,3,1,3,1,1,0,2
361,362,362,365,367,375,424.2640687,25,361,122.947998,105.3000031,1715,353,17.6471996,0.0415948,38857500,7,11,4,0.05,0.3,1.81399,1.90946734,1.90947,0,0,1,3,1,1,0,0,0,2
362,363,363,375,376,368,587.1320344,60,355,253.0599976,216.6970062,3,-1,36.3627014,0.0619327,675000,1,7,0.5,0.05,0.1,1.7714,1.879449844,1.86463,0,0,0,0,0,0,0,0,0,2
363,364,364,361,377,366,1448.528137,43,402,552.3889771,348.7449951,952,365,203.6439972,0.140587,21892500,4,16,3,0.1,0.5,1.44218,1.551142216,1.51808,0,0,0,0,0,0,0,0,0,2
364,365,365,370,371,377,1474.264069,51,364,693.9019775,552.3889771,817,377,141.5130005,0.0959889,18945000,3,9,2,0.05,0.2,1.27091,1.337801337,1.3378,0,0,0,0,0,0,0,0,0,2
365,366,366,366,378,367,1042.46212,67,362,261.2330017,122.947998,36,-1,138.2850037,0.132652,742500,1,13,0.5,0.1,0.2,1.61628,1.701352358,1.70135,0,0,0,0,0,0,0,0,0,2
366,367,367,372,379,372,1942.46212,201,358,1004.789978,797.3540039,15,-1,207.4400024,0.106792,2250000,1,14,1,0.1,0.3,1.34312,1.413812518,1.41381,0,0,0,0,0,0,0,0,0,3
367,368,368,380,380,382,225,46,383,904.4240112,867.598999,45,-1,36.8256989,0.16367,517500,1,13,0.5,0.1,0.2,1.22516,1.289638281,1.2896399,0,0,0,0,0,0,0,0,0,3
368,369,369,381,381,382,468.1980515,53,383,1028.900024,867.598999,8,-1,161.3040009,0.344522,585000,1,13,0.5,0.1,0.2,1.11726,1.176065564,1.17607,0,0,0,0,0,0,0,0,0,3
369,370,370,376,383,372,1161.396103,71,358,997.2999878,797.3540039,0,-1,199.9450073,0.17216,787500,1,13,0.5,0.1,0.2,1.11009,1.168510795,1.16851,0,0,0,0,0,0,0,0,0,3
370,371,371,377,384,364,3134.924241,191,350,22.2654991,20.1700001,54094,379,2.09554,0.0006685,1219250048,62,6,4.5,0.03,0.21,2.2994299,2.420450211,2.42045,1,3,1,2,1,2,1,1,1,2
371,372,372,379,385,377,1787.132034,83,364,925.5,552.3889771,42,-1,373.1109924,0.208776,922500,1,13,0.5,0.1,0.2,1.16137,1.392590642,1.2225,0,0,0,0,0,0,0,0,0,2
372,373,373,362,386,363,2635.660172,195,349,983.4219971,678.2719727,60,-1,305.1499939,0.115777,2182500,1,14,1,0.1,0.3,1.25992,1.326231003,1.32623,0,0,0,0,0,0,0,0,0,3
373,374,374,351,387,350,2972.056275,194,353,288.6149902,157.7819977,40,-1,130.8329926,0.0440211,2182500,1,8,1,0.05,0.15,1.73752,1.841623902,1.82897,0,0,0,0,0,0,0,0,0,2
374,375,375,385,388,389,225,53,416,317.4580078,317.072998,52,-1,0.3857,0.0017142,585000,1,1,0.5,0.03,0.06,2.0359099,2.165648937,2.14307,0,0,0,0,0,0,0,0,0,2
375,376,376,358,360,389,2635.660172,177,416,336.4689941,317.072998,43,-1,19.3957005,0.007359,1980000,1,8,1,0.05,0.15,1.74951,1.841586828,1.84159,0,0,0,0,0,0,0,0,0,2
376,377,377,371,390,371,3497.056275,227,365,732.6309814,693.9019775,326,390,38.7289009,0.0110747,9877500,2,8,1,0.05,0.15,1.37301,1.445270777,1.4452699,0,0,0,0,0,0,0,0,0,2
377,378,378,387,394,390,1849.264069,176,377,1010.98999,732.6309814,6,-1,278.3609924,0.150525,1980000,1,14,1,0.1,0.3,1.27238,1.339345574,1.33935,0,0,0,0,0,0,0,0,0,2
378,379,379,384,395,384,786.3961031,14,371,22.2842999,22.2654991,53915,413,0.01881,0.0000239,1213250048,61,6,4.5,0.03,0.21,2.3032801,2.424499989,2.4245,1,3,1,2,1,3,1,1,1,2
379,380,380,388,393,384,3603.122292,167,371,182.3410034,22.2654991,43,-1,160.0749969,0.0444268,1867500,1,8,1,0.05,0.15,1.63845,1.801915884,1.7246799,0,0,0,0,0,0,0,0,0,2
380,381,381,378,396,375,2397.792206,119,361,279.1560059,105.3000031,42,-1,173.8560028,0.0725066,1327500,1,8,1,0.05,0.15,1.6413,1.90946734,1.72768,0,0,1,1,1,1,0,0,0,2
381,382,382,394,398,397,512.1320344,24,386,507.375,499.8179932,1335,405,7.5574002,0.0147567,30307500,5,11,4,0.05,0.3,1.68223,1.770772099,1.77077,0,0,0,0,0,0,0,0,0,3
382,383,383,382,382,398,1660.660172,121,382,867.598999,507.375,120,368,360.2229919,0.216916,4050000,2,14,1,0.1,0.3,1.22516,1.289638281,1.2896399,0,0,0,0,0,0,0,0,0,3
383,384,384,391,399,395,812.1320344,35,379,22.7176991,22.2842999,1988,392,0.43339,0.0005336,45112500,8,6,4.5,0.03,0.21,2.3531799,2.47821188,2.47703,1,1,1,2,1,3,1,1,0,2
384,385,385,383,391,400,3784.188309,274,395,955.3109741,469.5270081,49,-1,485.7839966,0.128372,3082500,1,14,1,0.1,0.3,1.28149,1.348939538,1.34894,0,0,0,0,0,0,0,0,0,3
385,386,386,393,397,400,2674.264069,349,395,499.8179932,469.5270081,1417,382,30.2910004,0.0113269,35797500,6,11,4,0.05,0.3,1.49904,1.577938199,1.57794,0,0,0,0,0,0,0,0,0,3
386,387,387,395,401,397,437.1320344,58,386,607.7479858,499.8179932,44,-1,107.9300003,0.246905,652500,1,13,0.5,0.1,0.2,1.31766,1.387008667,1.38701,0,0,0,0,0,0,0,0,0,3
387,388,388,399,402,399,318.1980515,58,384,22.7176991,22.7176991,11,-1,0,0.00001,652500,1,1,0.5,0.03,0.06,2.2876301,2.47821188,2.40803,0,0,0,0,0,0,0,0,0,2
388,389,389,374,374,404,2684.92424,214,400,32.1612015,28.4988995,725,360,3.6622801,0.001364,18720000,5,3,2,0.03,0.12,2.10939,2.23291707,2.2204101,1,1,1,2,1,3,0,0,0,2
389,390,390,390,405,390,1399.264069,150,377,832.7680054,732.6309814,88,-1,100.1360016,0.0715636,1687500,1,8,1,0.05,0.15,1.29343,1.361500859,1.3615,0,0,0,0,0,0,0,0,0,2
390,391,391,368,369,407,2736.396103,179,401,216.6970062,216.6970062,2072,355,0,0.00001,48622500,7,6,4.5,0.03,0.21,1.66668,1.754397392,1.7544,0,0,0,0,0,0,0,0,0,2
391,392,392,398,409,399,662.1320344,19,384,22.7268009,22.7176991,1916,400,0.00911,0.0000138,43312500,7,6,4.5,0.03,0.21,2.18471,2.47821188,2.2997,0,0,0,0,1,3,1,1,0,2
392,393,393,403,411,412,1549.264069,102,408,271.4830017,216.6970062,46,-1,54.7854996,0.0353623,1147500,1,8,1,0.05,0.15,1.74396,1.835752249,1.83575,0,0,0,0,0,0,0,0,0,2
393,394,394,389,392,412,2211.396103,101,408,262.4979858,216.6970062,54,-1,45.8008003,0.0207113,1125000,1,8,1,0.05,0.15,1.79284,1.964226127,1.88721,0,0,0,0,0,0,0,0,0,2
394,395,395,396,400,414,998.5281374,89,411,469.5270081,459.9140015,2040,386,9.6127996,0.009627,46890000,7,12,4.5,0.05,0.35,1.71545,1.805732727,1.80573,0,0,0,0,0,0,0,0,0,3
